iteration,logloss,datetime_start,datetime_complete,duration,depth,n_estimators,l2_leaf_reg,learning_rate,min_data_in_leaf,one_hot_max_size,scale_pos_weight,state
28,0.17500980205685257,2022-05-13 06:30:09.895058,2022-05-13 06:31:41.478865,0 days 00:01:31.583807,9,240,1.4056548292046817e-05,0.028120529639436252,5,12,0.9218897979643119,COMPLETE
33,0.17540016804583344,2022-05-13 06:37:51.776636,2022-05-13 06:39:26.636021,0 days 00:01:34.859385,10,270,2.245174862562201e-07,0.023126138807298132,10,13,0.8108872707643824,COMPLETE
99,0.17640265773082575,2022-05-13 08:21:01.191592,2022-05-13 08:22:31.788055,0 days 00:01:30.596463,5,410,9.266026863054113e-06,0.031101731640692503,12,18,0.9198318841173945,COMPLETE
86,0.17663652355114173,2022-05-13 08:00:25.860542,2022-05-13 08:01:54.896352,0 days 00:01:29.035810,3,330,3.793715186420247e-06,0.07488164243630493,12,17,0.8820029291112287,COMPLETE
54,0.1772790154288629,2022-05-13 07:10:00.842837,2022-05-13 07:11:35.490739,0 days 00:01:34.647902,10,290,1.0902793135149386e-05,0.018528086145594588,8,13,0.8850068538197333,COMPLETE
90,0.17874333535003925,2022-05-13 08:06:42.625443,2022-05-13 08:08:15.149796,0 days 00:01:32.524353,9,270,1.935345143561517e-06,0.021513825518388083,17,14,0.8152883034624241,COMPLETE
59,0.1836519188222751,2022-05-13 07:17:59.686598,2022-05-13 07:19:35.924959,0 days 00:01:36.238361,10,320,9.065100569408859e-05,0.012546483444179144,9,10,0.9192039973693825,COMPLETE
37,0.18881515905501156,2022-05-13 06:44:01.980991,2022-05-13 06:45:32.421877,0 days 00:01:30.440886,7,280,7.32263566913887e-08,0.017072868820562158,2,11,0.9285583181627963,COMPLETE
48,0.19379114594830865,2022-05-13 07:00:47.446792,2022-05-13 07:02:15.557662,0 days 00:01:28.110870,7,140,3.811079323960051e-08,0.032364369730874976,13,19,0.6978041966570316,COMPLETE
9,0.19591861827685136,2022-05-13 06:01:02.777316,2022-05-13 06:02:34.523392,0 days 00:01:31.746076,5,450,0.0006728917975032503,0.0125073906138152,11,18,0.8610897503307328,COMPLETE
39,0.19622103223546794,2022-05-13 06:47:03.596545,2022-05-13 06:48:39.018439,0 days 00:01:35.421894,10,310,2.377323903957022e-06,0.008628291046786746,15,17,0.8302956560249741,COMPLETE
14,0.1968492313081272,2022-05-13 06:08:42.628025,2022-05-13 06:10:14.644277,0 days 00:01:32.016252,8,360,4.9393866335102655e-05,0.009546596278881641,20,16,0.7431816017724803,COMPLETE
49,0.19898600531590294,2022-05-13 07:02:15.557778,2022-05-13 07:03:47.357919,0 days 00:01:31.800141,9,220,0.00010769262193285156,0.012077907742374059,10,16,0.9908196449417466,COMPLETE
12,0.20205012505958705,2022-05-13 06:05:35.366436,2022-05-13 06:07:09.261608,0 days 00:01:33.895172,8,400,7.384471073021776e-08,0.006952630496031232,14,2,0.9985458546706154,COMPLETE
2,0.20214000285238012,2022-05-13 05:50:18.933712,2022-05-13 05:51:49.698493,0 days 00:01:30.764781,7,180,5.101020695566078e-07,0.030629977940006135,4,2,0.45285721177527627,COMPLETE
34,0.20483232214974742,2022-05-13 06:39:26.636147,2022-05-13 06:40:59.914929,0 days 00:01:33.278782,9,290,2.054437839376369e-05,0.05491135712325198,12,17,0.2625552331973845,COMPLETE
19,0.20981259989118597,2022-05-13 06:16:22.470044,2022-05-13 06:17:52.479154,0 days 00:01:30.009110,4,330,0.0029398802026155265,0.017147177046904608,17,18,0.6360814986371935,COMPLETE
16,0.23068226611991222,2022-05-13 06:11:45.685812,2022-05-13 06:13:15.625994,0 days 00:01:29.940182,3,350,0.0003047819807054368,0.012693083233683327,12,16,0.7460340525769167,COMPLETE
30,0.23306169076680472,2022-05-13 06:33:10.828733,2022-05-13 06:34:44.026777,0 days 00:01:33.198044,9,320,3.088159051352069e-06,0.005049695491950585,8,16,0.5497224742472451,COMPLETE
13,0.2575858723600993,2022-05-13 06:07:09.261717,2022-05-13 06:08:42.627926,0 days 00:01:33.366209,8,380,1.1505226867896057e-08,0.0029354431206717792,14,6,0.9865735240339705,COMPLETE
50,0.25817931061840166,2022-05-13 07:03:47.358026,2022-05-13 07:05:17.174508,0 days 00:01:29.816482,9,180,5.559729428102848e-07,0.006738764102925606,5,18,0.4577254152197609,COMPLETE
3,0.28829341619932175,2022-05-13 05:51:49.698589,2022-05-13 05:53:20.986604,0 days 00:01:31.288015,7,280,1.802939208679237e-05,0.0708006972181947,11,20,0.10435329216516048,COMPLETE
47,0.29228004112987876,2022-05-13 06:59:16.502039,2022-05-13 07:00:47.446689,0 days 00:01:30.944650,8,270,1.260798697844835e-07,0.0029867234631254674,9,10,0.7728489180484021,COMPLETE
46,0.3036164087199055,2022-05-13 06:57:47.355099,2022-05-13 06:59:16.501933,0 days 00:01:29.146834,9,160,2.98087525743359e-07,0.017757491600138908,2,13,0.144919377819701,COMPLETE
10,0.3252095925245138,2022-05-13 06:02:34.523487,2022-05-13 06:04:06.138995,0 days 00:01:31.615508,5,400,3.9503558659732635e-05,0.00208609591839303,16,14,0.7078321501186041,COMPLETE
18,0.33641034126487895,2022-05-13 06:14:47.657241,2022-05-13 06:16:22.469948,0 days 00:01:34.812707,8,440,0.00021975412689118355,0.0012940552192331851,6,11,0.8634328912943211,COMPLETE
11,0.3442788991090305,2022-05-13 06:04:06.139095,2022-05-13 06:05:35.366345,0 days 00:01:29.227250,6,150,1.2031802469245911e-08,0.0048050025002845395,6,13,0.37681572654463047,COMPLETE
0,0.3570162084417159,2022-05-13 05:47:03.057231,2022-05-13 05:48:42.866579,0 days 00:01:39.809348,4,500,1.4777252042131431e-06,0.04227452915077078,9,17,0.07150475356349047,COMPLETE
83,0.421446898855181,2022-05-13 07:55:40.130999,2022-05-13 07:57:14.258404,0 days 00:01:34.127405,9,350,8.448614901996144e-07,0.0008880246394453814,16,16,0.8323674319411549,COMPLETE
15,0.4369840189628011,2022-05-13 06:10:14.644406,2022-05-13 06:11:45.685719,0 days 00:01:31.041313,5,460,6.19640941944566e-05,0.0008221023757115472,20,17,0.7296502686991965,COMPLETE
38,0.5009617419414794,2022-05-13 06:45:32.421978,2022-05-13 06:47:03.596444,0 days 00:01:31.174466,9,210,1.0158403273384685e-05,0.05208331549955163,8,12,0.030570416235913167,COMPLETE
17,0.5491822903255724,2022-05-13 06:13:15.626088,2022-05-13 06:14:47.657146,0 days 00:01:32.031058,6,340,5.50752817853816e-06,0.00044789783398198487,20,14,0.5852613041748775,COMPLETE
76,0.6053959571438077,2022-05-13 07:44:35.106314,2022-05-13 07:46:08.920481,0 days 00:01:33.814167,10,260,1.413410964967999e-06,0.00026512252841753885,13,19,0.8701183546554334,COMPLETE
40,0.645318162246522,2022-05-13 06:48:39.018546,2022-05-13 06:50:09.251816,0 days 00:01:30.233270,8,250,2.5086662950284314e-08,0.00015507938917500036,11,15,0.3385278560515461,COMPLETE
8,0.6525579451435636,2022-05-13 05:59:32.976950,2022-05-13 06:01:02.777220,0 days 00:01:29.800270,3,300,0.008615029848915911,0.0001695806106408479,18,5,0.8932354859844279,COMPLETE
78,0.6692533688110442,2022-05-13 07:47:44.203826,2022-05-13 07:49:19.013779,0 days 00:01:34.809953,10,300,3.5139152283539125e-06,5.763628223407876e-05,17,17,0.9245512299543255,COMPLETE
45,0.6725314835404687,2022-05-13 06:56:12.993560,2022-05-13 06:57:47.354999,0 days 00:01:34.361439,8,500,0.06469280241508261,3.199802713267722e-05,4,19,0.8912856674946378,COMPLETE
6,0.6833145089521739,2022-05-13 05:56:26.410458,2022-05-13 05:57:56.528149,0 days 00:01:30.117691,5,220,5.010070004231677e-07,4.339286118674089e-05,3,2,0.08977866602580645,COMPLETE
4,0.6861251660631107,2022-05-13 05:53:20.986695,2022-05-13 05:54:52.296499,0 days 00:01:31.309804,10,130,0.0013877150813737377,3.837814482045634e-05,8,20,0.8737155271636392,COMPLETE
7,0.688824560932419,2022-05-13 05:57:56.528254,2022-05-13 05:59:32.976857,0 days 00:01:36.448603,9,410,0.000421216529717772,7.768544485467022e-06,10,10,0.4861809283048202,COMPLETE
1,0.6898962510951185,2022-05-13 05:48:42.866717,2022-05-13 05:50:18.933607,0 days 00:01:36.066890,7,470,0.07901787790159888,5.571055272409883e-06,3,20,0.2564062705974329,COMPLETE
5,0.6900677184252052,2022-05-13 05:54:52.296596,2022-05-13 05:56:26.410358,0 days 00:01:34.113762,10,220,0.009565589412541051,9.948976128818036e-06,14,8,0.5929110903705768,COMPLETE
60,0.6918181576721685,2022-05-13 07:19:35.925069,2022-05-13 07:21:06.003837,0 days 00:01:30.078768,6,340,3.252521032386171e-05,3.312295834599423e-06,9,4,0.698284344242907,COMPLETE
23,0.6927053599514195,2022-05-13 06:22:29.600686,2022-05-13 06:24:01.846138,0 days 00:01:32.245452,9,260,4.546675061985643e-06,1.2481070321526657e-06,13,12,0.7940701821682757,COMPLETE
